STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT11,WT14,WT16
USC00047916,"SANTA CRUZ, CA US",1/31/92,0,59,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/1/92,0.4,63,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/2/92,0,62,37,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/3/92,0,65,34,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/4/92,0,69,36,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/5/92,0,67,38,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/6/92,0.38,61,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/7/92,0.09,63,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/8/92,0.03,61,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/9/92,0.3,60,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/10/92,0.62,61,50,,,1,,,,,
USC00047916,"SANTA CRUZ, CA US",2/11/92,2.59,65,50,,,1,,,,,
USC00047916,"SANTA CRUZ, CA US",2/12/92,1.25,62,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/13/92,0.84,60,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/14/92,0.52,57,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/15/92,1.72,58,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/16/92,0.45,59,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/17/92,0.01,62,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/18/92,0.08,59,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/19/92,0.87,58,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/20/92,0.93,65,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/21/92,0.02,62,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/22/92,0,70,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/23/92,0,69,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/24/92,0,78,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/25/92,0,75,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/26/92,0,79,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/27/92,0,79,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/28/92,0,73,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",2/29/92,0,65,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/1/92,0.3,64,51,,,1,,,,,
USC00047916,"SANTA CRUZ, CA US",3/2/92,0.15,62,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/3/92,0.02,67,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/4/92,0,63,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/5/92,0.71,59,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/6/92,0.96,60,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/7/92,0.24,63,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/8/92,0,66,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/9/92,0,66,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/10/92,0,67,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/11/92,0,69,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/12/92,0,69,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/13/92,0,64,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/14/92,0.5,64,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/15/92,0.5,63,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/16/92,0.21,64,45,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/17/92,0,66,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/18/92,0,63,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/19/92,0,64,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/20/92,0.26,65,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/21/92,0.07,63,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/22/92,0.16,62,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/23/92,0.2,64,45,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/24/92,0,67,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/25/92,0,69,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/26/92,0,73,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/27/92,0,67,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/28/92,0,65,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/29/92,0,60,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/30/92,0.07,59,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",3/31/92,0,66,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/1/92,0,75,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/2/92,0,69,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/3/92,0,69,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/4/92,0,70,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/5/92,0,69,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/6/92,0,69,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/7/92,0,74,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/8/92,0,73,45,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/9/92,0,72,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/10/92,0,71,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/11/92,0,63,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/12/92,0.23,58,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/13/92,0.05,69,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/14/92,0,72,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/15/92,0,64,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/16/92,0,70,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/17/92,0,75,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/18/92,0,78,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/19/92,0,81,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/20/92,0,75,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/21/92,0,71,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/22/92,0,69,45,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/23/92,0,75,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/24/92,0,82,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/25/92,0,86,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/26/92,0,77,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/27/92,0,82,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/28/92,0,78,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/29/92,0,76,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",4/30/92,0,72,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/1/92,0,73,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/2/92,0,83,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/3/92,0,68,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/4/92,0,73,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/5/92,0,65,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/6/92,0,63,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/7/92,0,70,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/8/92,0,71,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/9/92,0,87,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/10/92,0,73,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/11/92,0,71,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/12/92,0,66,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/13/92,0,70,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/14/92,0,68,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/15/92,0,72,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/16/92,0,73,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/17/92,0,76,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/18/92,0,77,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/19/92,0,72,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/20/92,0,78,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/21/92,0,76,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/22/92,0,68,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/23/92,0,68,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/24/92,0,66,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/25/92,0,80,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/26/92,0,74,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/27/92,0,64,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/28/92,0,62,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/29/92,0,66,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/30/92,0,67,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",5/31/92,0,67,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/1/92,0,71,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/2/92,0,67,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/3/92,0,68,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/4/92,0,67,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/5/92,0,67,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/6/92,0,68,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/7/92,0,67,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/8/92,0,67,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/9/92,0,74,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/10/92,0,76,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/11/92,0,72,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/12/92,0,72,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/13/92,0,75,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/14/92,0,76,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/15/92,0,71,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/16/92,0,73,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/17/92,0,73,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/18/92,0,71,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/19/92,0,70,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/20/92,0,69,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/21/92,0,72,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/22/92,0,76,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/23/92,0,75,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/24/92,0,74,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/25/92,0,74,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/26/92,0,77,61,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/27/92,0,74,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/28/92,0,71,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/29/92,0.02,70,62,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",6/30/92,0.53,71,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/1/92,0,75,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/2/92,0,77,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/3/92,0,75,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/4/92,0,79,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/5/92,0,82,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/6/92,0,76,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/7/92,0,76,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/8/92,0,76,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/9/92,0,79,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/10/92,0,80,63,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/11/92,0,70,62,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/12/92,0,76,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/13/92,0,80,62,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/14/92,0,76,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/15/92,0,78,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/16/92,0,75,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/17/92,0,75,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/18/92,0,81,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/19/92,0,78,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/20/92,0,79,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/21/92,0,79,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/22/92,0,83,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/23/92,0,77,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/24/92,0,69,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/25/92,0,71,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/26/92,0,74,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/27/92,0,74,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/28/92,0,75,61,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/29/92,0,74,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/30/92,0,73,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",7/31/92,0,79,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/1/92,0,83,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/2/92,0,79,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/3/92,0,77,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/4/92,0,82,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/5/92,0,74,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/6/92,0,72,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/7/92,0,75,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/8/92,0,85,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/9/92,0,82,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/10/92,0,78,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/11/92,0,75,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/12/92,0,78,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/13/92,0,77,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/14/92,0,75,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/15/92,0,79,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/16/92,0,79,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/17/92,0,78,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/18/92,0,73,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/19/92,0,73,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/20/92,0,71,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/21/92,0,76,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/22/92,0,76,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/23/92,0,77,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/24/92,0,73,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/25/92,0,71,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/26/92,0,74,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/27/92,0,74,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/28/92,0,71,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/29/92,0.02,64,57,,,1,,,,,
USC00047916,"SANTA CRUZ, CA US",8/30/92,0,71,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",8/31/92,0,73,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/1/92,0,72,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/2/92,0,74,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/3/92,0,78,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/4/92,0,79,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/5/92,0,80,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/6/92,0,79,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/7/92,0,84,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/8/92,0,71,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/9/92,0,70,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/10/92,0,74,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/11/92,0,76,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/12/92,0,77,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/13/92,0,81,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/14/92,0,67,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/15/92,0,70,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/16/92,0,67,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/17/92,0,71,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/18/92,0,72,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/19/92,0,74,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/20/92,0,72,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/21/92,0,69,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/22/92,0,72,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/23/92,0,79,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/24/92,0,79,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/25/92,0,83,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/26/92,0,75,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/27/92,0,69,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/28/92,0,73,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/29/92,0,68,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",9/30/92,0,78,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/1/92,0.03,71,60,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/2/92,0,73,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/3/92,0,78,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/4/92,0,75,50,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/5/92,0,86,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/6/92,0,91,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/7/92,0,84,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/8/92,0,80,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/9/92,0,90,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/10/92,0,72,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/11/92,0,68,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/12/92,0,76,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/13/92,0,63,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/14/92,0,66,58,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/15/92,0,66,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/16/92,0,72,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/17/92,0,72,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/18/92,0,72,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/19/92,0,75,51,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/20/92,0,78,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/21/92,0.27,72,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/22/92,0,73,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/23/92,0,86,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/24/92,0,71,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/25/92,0,69,59,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/26/92,0,73,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/27/92,0,66,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/28/92,0,63,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/29/92,0.77,62,56,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/30/92,0.11,65,57,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",10/31/92,0,69,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/1/92,0,67,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/2/92,0,72,53,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/3/92,0,76,54,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/4/92,0,72,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/5/92,0,69,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/6/92,0,77,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/7/92,0,68,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/8/92,0,60,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/9/92,0,69,40,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/10/92,0,66,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/11/92,0,68,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/12/92,0,73,38,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/13/92,0,77,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/14/92,0,75,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/15/92,0,69,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/16/92,0,64,46,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/17/92,0,70,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/18/92,0,65,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/19/92,0.04,58,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/20/92,0,63,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/21/92,0,65,40,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/22/92,0.19,61,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/23/92,0,60,37,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/24/92,0,57,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/25/92,0,67,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/26/92,0,69,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/27/92,0,69,47,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/28/92,0,65,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/29/92,0,71,40,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",11/30/92,0,73,32,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/1/92,0,68,39,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/2/92,0.47,52,44,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/3/92,0.63,59,49,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/4/92,0,63,39,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/5/92,0,60,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/6/92,1.15,57,48,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/7/92,0.7,58,45,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/8/92,0.25,54,37,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/9/92,0.7,61,52,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/10/92,0.15,60,55,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/11/92,0.69,57,43,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/12/92,0.04,56,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/13/92,0,60,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/14/92,0,61,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/15/92,0,61,36,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/16/92,0,59,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/17/92,0.5,53,42,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/18/92,0,54,31,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/19/92,0,55,30,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/20/92,0,59,37,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/21/92,0,58,41,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/22/92,0,60,37,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/23/92,0,67,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/24/92,0,68,36,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/25/92,0,66,35,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/26/92,0,64,34,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/27/92,0,55,40,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/28/92,0.92,55,48,,,1,,,,,
USC00047916,"SANTA CRUZ, CA US",12/29/92,0.68,54,46,,,,,1,,,
USC00047916,"SANTA CRUZ, CA US",12/30/92,0.22,58,39,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",12/31/92,0,54,36,,,,,,,,
USC00047916,"SANTA CRUZ, CA US",1/1/93,0.93,50,47,,,,,,,,
